13,1,1
60,1,1
66,1,1
83,1,1
94,1,1
125,1,1
132,1,1
6,2,1
14,2,1
27,2,1
44,2,1
54,2,1
61,2,1
72,2,1
80,2,1
99,2,1
20,3,1
23,3,1
28,3,1
38,3,1
52,3,1
77,3,1
88,3,1
104,3,1
108,3,1
113,3,1
124,3,1
6,4,1
13,4,1
21,4,1
26,4,1
27,4,1
31,4,1
45,4,1
49,4,1
60,4,1
84,4,1
8,5,1
35,5,1
55,5,1
63,5,1
66,5,1
98,5,1
110,5,1
116,5,1
2,6,1
4,6,1
13,6,1
15,6,1
17,6,1
18,6,1
24,6,1
25,6,1
38,6,1
80,6,1
84,6,1
95,6,1
109,6,1
118,6,1
33,7,1
52,7,1
113,7,1
5,8,1
18,8,1
40,8,1
51,8,1
64,8,1
98,8,1
110,8,1
10,9,1
26,9,1
50,9,1
70,9,1
93,9,1
9,10,1
11,10,1
15,10,1
26,10,1
52,10,1
53,10,1
64,10,1
66,10,1
105,10,1
10,11,1
35,11,1
37,11,1
38,11,1
40,11,1
53,11,1
55,11,1
56,11,1
70,11,1
73,11,1
78,11,1
80,11,1
104,11,1
36,12,1
66,12,1
82,12,1
84,12,1
89,12,1
116,12,1
129,12,1
1,13,1
4,13,1
6,13,1
15,13,1
16,13,1
31,13,1
34,13,1
63,13,1
74,13,1
78,13,1
79,13,1
84,13,1
2,14,1
17,14,1
19,14,1
22,14,1
30,14,1
33,14,1
44,14,1
47,14,1
52,14,1
59,14,1
60,14,1
70,14,1
73,14,1
77,14,1
82,14,1
86,14,1
88,14,1
93,14,1
95,14,1
6,15,1
10,15,1
13,15,1
20,15,1
22,15,1
25,15,1
51,15,1
55,15,1
67,15,1
81,15,1
111,15,1
122,15,1
13,16,1
29,16,1
45,16,1
54,16,1
62,16,1
64,16,1
90,16,1
117,16,1
6,17,1
14,17,1
18,17,1
51,17,1
55,17,1
64,17,1
82,17,1
84,17,1
6,18,1
8,18,1
17,18,1
25,18,1
41,18,1
43,18,1
48,18,1
54,18,1
106,18,1
129,18,1
14,19,1
32,19,1
54,19,1
64,19,1
72,19,1
76,19,1
83,19,1
85,19,1
87,19,1
3,20,1
15,20,1
27,20,1
28,20,1
34,20,1
41,20,1
48,20,1
63,20,1
89,20,1
91,20,1
4,21,1
44,21,1
46,21,1
94,21,1
110,21,1
14,22,1
15,22,1
39,22,1
61,22,1
70,22,1
77,22,1
99,22,1
110,22,1
112,22,1
122,22,1
3,23,1
31,23,1
67,23,1
70,23,1
105,23,1
6,24,1
25,24,1
96,24,1
6,25,1
15,25,1
18,25,1
24,25,1
43,25,1
44,25,1
46,25,1
78,25,1
80,25,1
92,25,1
112,25,1
4,26,1
9,26,1
10,26,1
48,26,1
52,26,1
63,26,1
87,26,1
92,26,1
93,26,1
2,27,1
4,27,1
20,27,1
34,27,1
41,27,1
43,27,1
54,27,1
78,27,1
3,28,1
20,28,1
57,28,1
61,28,1
16,29,1
114,29,1
14,30,1
34,30,1
58,30,1
66,30,1
115,30,1
4,31,1
13,31,1
23,31,1
32,31,1
41,31,1
46,31,1
59,31,1
80,31,1
19,32,1
31,32,1
42,32,1
85,32,1
7,33,1
14,33,1
13,34,1
20,34,1
27,34,1
30,34,1
36,34,1
78,34,1
80,34,1
89,34,1
5,35,1
11,35,1
54,35,1
60,35,1
63,35,1
12,36,1
34,36,1
52,36,1
94,36,1
116,36,1
11,37,1
38,37,1
53,37,1
60,37,1
67,37,1
70,37,1
3,38,1
6,38,1
11,38,1
37,38,1
64,38,1
22,39,1
