4,1,0.871794871794872
16,1,1.74358974358974
4,2,0.871794871794872
6,3,0.871794871794872
8,3,0.871794871794872
9,3,0.871794871794872
11,3,0.871794871794872
12,3,0.871794871794872
13,3,0.871794871794872
14,3,2.61538461538462
15,3,1.74358974358974
17,3,0.871794871794872
1,4,0.871794871794872
2,4,0.871794871794872
6,4,0.871794871794872
11,4,0.871794871794872
13,4,0.871794871794872
18,4,0.871794871794872
19,4,0.871794871794872
20,4,0.871794871794872
7,5,0.871794871794872
9,5,0.871794871794872
10,5,0.871794871794872
12,5,0.871794871794872
14,5,0.871794871794872
3,6,0.871794871794872
4,6,0.871794871794872
7,6,0.871794871794872
21,6,0.871794871794872
5,7,0.871794871794872
6,7,0.871794871794872
14,7,0.871794871794872
22,7,0.871794871794872
3,8,0.871794871794872
9,8,0.871794871794872
21,8,1.74358974358974
3,9,0.871794871794872
5,9,0.871794871794872
8,9,0.871794871794872
20,9,0.871794871794872
5,10,0.871794871794872
12,10,0.871794871794872
22,10,0.871794871794872
3,11,0.871794871794872
4,11,0.871794871794872
3,12,0.871794871794872
5,12,0.871794871794872
10,12,0.871794871794872
14,12,0.871794871794872
3,13,0.871794871794872
4,13,0.871794871794872
3,14,2.61538461538462
5,14,0.871794871794872
7,14,0.871794871794872
12,14,0.871794871794872
17,14,0.871794871794872
3,15,1.74358974358974
1,16,1.74358974358974
3,17,0.871794871794872
14,17,0.871794871794872
4,18,0.871794871794872
4,19,0.871794871794872
4,20,0.871794871794872
9,20,0.871794871794872
6,21,0.871794871794872
8,21,1.74358974358974
7,22,0.871794871794872
10,22,0.871794871794872
